  #  |            identifier             |typ|     coord1 (ICRS,J2000/2000)      |  Mag U  |  Mag B  |  Mag V  |  Mag R  |  Mag I  |  spec. type   |#bib|#not
-----|-----------------------------------|---|-----------------------------------|---------|---------|---------|---------|---------|---------------|----|----
2478 |PSO J010.5437+41.5531              |cC*|010.54368085000 +41.55314194000    |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2479 |PSO J010.2022+40.5276              |cC*|010.20221606000 +40.52756496000    |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2480 |SV* HV 2477                        |cC*|080.6674328857900 -70.0109943536900|     ~   |     ~   |15.651   |     ~   |14.877   |~              |  16|   0
2481 |SV* HV 12635                       |cC*|085.2187092283300 -70.9751153814900|     ~   |     ~   |16.521   |     ~   |15.812   |~              |   7|   0
2482 |OGLE SMC-CEP-2408                  |cC*|013.8957708087400 -72.7797275766800|     ~   |16.816   |16.282   |     ~   |15.450   |~              |  10|   0
2483 |PSO J010.4902+40.9236              |cC*|010.4900927692600 +40.9236592444700|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2484 |OGLE SMC-CEP-1873                  |cC*|013.0872443667400 -73.4553999258300|     ~   |     ~   |16.314   |     ~   |15.729   |~              |   4|   0
2485 |OGLE GD-CEP-1035                   |cC*|229.7722264383866 -59.7840050161819|     ~   |     ~   |17.631   |     ~   |14.625   |~              |   5|   0
2486 |V* V1100 Cas                       |cC*|020.3377972597400 +64.1007862088200|     ~   |11.7     |     ~   |     ~   |     ~   |~              |  18|   0
2487 |OGLE LMC-CEP-4288                  |cC*|085.4741223255300 -67.7313340742100|     ~   |     ~   |16.105   |     ~   |15.417   |~              |   6|   0
2488 |OGLE SMC-CEP-3330                  |cC*|015.4926081769100 -73.3719196077500|     ~   |     ~   |17.364   |     ~   |16.729   |~              |   3|   0
2489 |OGLE GD-CEP-1184                   |cC*|252.1472499483550 -41.9001570817750|     ~   |     ~   |     ~   |     ~   |17.655   |~              |   4|   0
2490 |[DHG2019] 1072                     |cC*|267.91733 -26.17775                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2491 |ASAS J101037-5817.8                |cC*|152.6533707477700 -58.2963780790700|     ~   |15.405   |13.288   |12.538   |10.664   |~              |   7|   0
2492 |OGLE LMC-CEP-518                   |cC*|074.5771363458000 -69.3669357255700|     ~   |     ~   |16.558   |     ~   |15.688   |~              |  11|   0
2493 |* 35 Cru                           |cC*|187.9180431510600 -59.4239235250900|6.60     |6.19     |5.53     |     ~   |     ~   |F7Ib/II        | 147|   0
2494 |OGLE LMC-CEP-1836                  |cC*|080.8790387110600 -69.9718652366300|     ~   |15.757   |15.353   |     ~   |14.781   |~              |   9|   0
2495 |ZTF J193601.19+200140.7            |cC*|294.0049890802313 +20.0279938987914|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2496 |EV* SexB V0012                     |cC*|150.01400 +05.32856                |     ~   |     ~   |21.70    |     ~   |     ~   |~              |   3|   0
2497 |OGLE LMC-CEP-2415                  |cC*|083.5200110376600 -68.6412805911300|     ~   |     ~   |17.054   |     ~   |16.423   |~              |   4|   0
2498 |OGLE SMC-CEP-3767                  |cC*|016.4378311828500 -73.1053762416300|     ~   |     ~   |17.606   |     ~   |17.052   |~              |   4|   0
2499 |OGLE SMC-CEP-2731                  |cC*|014.4339871482800 -71.7048287191400|     ~   |     ~   |17.175   |     ~   |16.523   |~              |   4|   0
2500 |OGLE LMC-CEP-4111                  |cC*|083.1150817815900 -65.4931680054000|     ~   |     ~   |15.454   |     ~   |14.713   |~              |   8|   0
2501 |OGLE LMC-CEP-3662                  |cC*|077.7225587846800 -66.0099642664900|     ~   |     ~   |16.023   |     ~   |15.354   |~              |   6|   0
2502 |Gaia DR2 4684852989643194112       |cC*|015.1767285836000 -74.3022786486100|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
2503 |OGLE LMC-CEP-3432                  |cC*|073.1248135022100 -71.2660870726100|     ~   |     ~   |15.368   |     ~   |14.600   |~              |   5|   0
2504 |V* LR TrA                          |cC*|232.7075955482500 -65.5993258476500|     ~   |8.61     |7.80     |     ~   |     ~   |F8II           |  65|   0
2505 |OGLE LMC-CEP-3927                  |cC*|080.6136341471225 -66.1531083218175|     ~   |     ~   |     ~   |     ~   |14.634   |~              |   3|   0
2506 |ATO J068.6841+46.0331              |cC*|068.6841065563488 +46.0331586340394|     ~   |16.659   |15.025   |14.692   |     ~   |~              |   5|   0
2507 |SV* HV 2715                        |cC*|084.2750851286000 -69.9433468995400|     ~   |     ~   |16.315   |     ~   |15.370   |~              |  15|   0
2508 |UCAC4 153-062429                   |cC*|165.2944489129575 -59.5637223809436|     ~   |13.332   |12.305   |12.112   |     ~   |~              |   1|   0
2509 |OGLE SMC-CEP-2797                  |cC*|014.5533515325900 -73.6494780948900|     ~   |     ~   |17.131   |     ~   |16.555   |~              |   4|   0
2510 |SV* HV 1541                        |cC*|012.9530907239000 -73.1558486542500|     ~   |14.566   |13.934   |     ~   |13.122   |~              |  18|   0
2511 |SV* HV 12226                       |cC*|075.6484807515500 -66.3508838875400|     ~   |16.45    |15.870   |     ~   |15.158   |~              |  19|   0
2512 |V* V Cen                           |cC*|218.1378472838700 -56.8877150360000|8.44     |7.84     |6.93     |     ~   |5.798    |F5Ib/II        | 278|   0
2513 |UCAC4 148-168290                   |cC*|227.1206198309062 -60.5712773747311|     ~   |     ~   |     ~   |14.762   |     ~   |~              |   1|   0
2514 |OGLE LMC-CEP-425                   |cC*|074.0675628429100 -68.6819992576600|     ~   |     ~   |16.341   |     ~   |15.524   |~              |   9|   0
2515 |OGLE LMC-CEP-214                   |cC*|073.0168096444200 -68.4217717079300|     ~   |     ~   |16.570   |     ~   |15.847   |~              |   7|   0
2516 |OGLE SMC-CEP-2033                  |cC*|013.3278030408700 -73.0617754256900|     ~   |17.256   |16.870   |     ~   |16.316   |~              |   8|   0
2517 |OGLE GD-CEP-1344                   |cC*|113.5630940246200 -28.6246590292600|     ~   |     ~   |13.347   |     ~   |12.215   |~              |   9|   0
2518 |ATO J278.8906-11.7265              |cC*|278.8906305459979 -11.7265504052272|     ~   |     ~   |     ~   |14.898   |     ~   |~              |   1|   0
2519 |OGLE LMC-CEP-4177                  |cC*|083.9051465026600 -66.9959736057600|16.424   |16.374   |15.961   |15.69    |15.401   |~              |   6|   1
2520 |OGLE LMC-CEP-858                   |cC*|076.1311224801192 -69.2307627403178|     ~   |     ~   |16.081   |     ~   |15.354   |~              |  14|   0
2521 |EV* M31 V0710                      |cC*|010.49512 +41.22622                |     ~   |     ~   |21.40    |     ~   |     ~   |~              |   2|   0
2522 |OGLE BLG-T2CEP-1252                |cC*|267.7209307125479 -12.2253977721183|     ~   |     ~   |     ~   |     ~   |14.88    |~              |   1|   0
2523 |SV* HV 904                         |cC*|077.0759943404900 -68.7797384097000|     ~   |14.42    |13.564   |13.45    |12.452   |~              |  37|   0
2524 |OGLE SMC-CEP-4283                  |cC*|017.8968555488400 -72.2963393177900|     ~   |     ~   |17.308   |     ~   |16.823   |~              |   3|   0
2525 |PSO J010.5481+40.7640              |cC*|010.5480954186500 +40.7639894677600|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2526 |OGLE BLG-T2CEP-637                 |cC*|265.7808885263199 -26.5897908904600|     ~   |     ~   |19.183   |     ~   |16.014   |~              |   6|   0
2527 |ATO J302.7455+33.7276              |cC*|302.7455749036346 +33.7277037221433|     ~   |15.298   |13.319   |12.708   |     ~   |~              |   4|   0
2528 |OGLE LMC-CEP-3959                  |cC*|081.1567955439200 -72.4402913512000|     ~   |     ~   |16.708   |     ~   |16.044   |~              |   3|   0
2529 |Gaia DR3 2030916212696285440       |cC*|299.9778153217761 +31.2369063999444|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
2530 |SV* HV 12491                       |cC*|074.1395322006200 -67.2934502787300|     ~   |16.82    |16.148   |15.84    |15.429   |~              |  11|   0
2531 |OGLE GD-CEP-266                    |cC*|130.4032528194100 -44.8501127692700|     ~   |     ~   |16.056   |     ~   |13.475   |~              |   5|   0
2532 |[DHG2019] 200                      |cC*|229.71550 -57.92644                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2533 |EV* M31 V0504                      |cC*|010.19712 +40.58478                |     ~   |     ~   |21.90    |     ~   |     ~   |~              |   2|   0
2534 |Gaia DR3 2032022768099764736       |cC*|296.1852560609546 +29.9790212867328|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
2535 |OGLE GD-CEP-965                    |cC*|210.9018549776600 -61.2284541838100|     ~   |     ~   |17.677   |     ~   |13.365   |~              |   5|   0
2536 |Gaia DR3 5958929302611640192       |cC*|263.0698490767671 -42.3221162850753|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
2537 |V* MN Cam                          |cC*|059.3739273425500 +54.9380764751600|     ~   |     ~   |     ~   |     ~   |     ~   |~              |  22|   0
2538 |GAPO 107                           |cC*|010.1463248289800 +40.7759384544900|     ~   |     ~   |21.30    |     ~   |19.85    |~              |   6|   0
2539 |SV* DV 58                          |cC*|075.2798365572300 -70.3657326842700|     ~   |     ~   |15.362   |     ~   |14.654   |~              |  12|   0
2540 |SV* HV 2381                        |cC*|078.1862355532400 -70.5764620829700|     ~   |     ~   |15.452   |     ~   |14.707   |~              |  12|   0
2541 |OGLE SMC-CEP-3570                  |cC*|016.0087358564200 -73.1536257877900|     ~   |     ~   |16.166   |     ~   |15.409   |~              |   3|   0
2542 |OGLE BLG-T2CEP-1147                |cC*|258.9463888862263 -44.1286936184347|     ~   |     ~   |     ~   |     ~   |14.682   |~              |   1|   0
2543 |V* FM Cas                          |cC*|003.6176727485500 +56.2529376048300|     ~   |10.15    |9.16     |     ~   |7.984    |F7.5Ib         | 125|   0
2544 |V* UX Nor                          |cC*|246.9362339861500 -56.7855997477200|     ~   |13.55    |13.678   |12.05    |12.731   |~              |  17|   0
2545 |SV* HV 12486                       |cC*|072.2869585573100 -70.8450497690300|     ~   |15.851   |14.941   |14.662   |14.074   |~              |   4|   0
2546 |OGLE GD-CEP-974                    |cC*|213.7602574614200 -62.7359273955400|     ~   |     ~   |14.593   |     ~   |11.247   |~              |   8|   0
2547 |SV* HV 11310                       |cC*|013.0788982692100 -73.3790365736400|     ~   |17.370   |16.757   |     ~   |16.013   |~              |  11|   0
2548 |OGLE GD-CEP-1866                   |cC*|222.3692046580729 -60.9109829008394|     ~   |14.982   |12.842   |12.315   |10.606   |~              |   2|   0
2549 |OGLE SMC-CEP-3090                  |cC*|015.0492287019100 -71.8472802622700|     ~   |     ~   |17.607   |     ~   |17.096   |~              |   3|   0
2550 |PSO J010.5263+40.7724              |cC*|010.52638335000 +40.77236075000    |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2551 |OGLE LMC-CEP-2965                  |cC*|085.5237899377900 -68.8817369527600|     ~   |     ~   |15.625   |     ~   |14.622   |~              |   7|   0
2552 |ASASSN-V J192052.46+153315.1       |cC*|290.2185830400433 +15.5542103285336|     ~   |     ~   |     ~   |13.134   |11.462   |~              |   5|   0
2553 |PSO J010.5059+40.8052              |cC*|010.5060071504900 +40.8052932119900|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2554 |OGLE SMC-CEP-4741                  |cC*|013.8510526438600 -71.1278363053900|     ~   |     ~   |16.744   |     ~   |16.010   |~              |   3|   0
2555 |PSO J011.2502+42.1137              |cC*|011.25026010000 +42.11374312000    |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2556 |OGLE LMC-CEP-4232                  |cC*|084.6041043220300 -66.6819865339100|     ~   |     ~   |16.229   |     ~   |15.514   |~              |   7|   0
2557 |VVV J164343.50-461020.53           |cC*|250.93125 -46.17236                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2558 |OGLE LMC-CEP-4642                  |cC*|077.5837761313500 -63.9824638331600|     ~   |     ~   |16.801   |     ~   |16.499   |~              |   2|   0
2559 |OGLE SMC-CEP-4195                  |cC*|017.5560781102100 -72.4405936253100|     ~   |     ~   |19.616   |     ~   |19.164   |~              |   3|   0
2560 |OGLE LMC-CEP-252                   |cC*|073.2086295657200 -68.1926530849900|     ~   |     ~   |15.256   |     ~   |14.532   |~              |   7|   0
2561 |SV* DV 169                         |cC*|075.3798302847100 -67.7883728277300|     ~   |     ~   |16.626   |     ~   |15.982   |~              |   9|   0
2562 |OGLE SMC-CEP-329                   |cC*|009.9327476680900 -74.3457356424100|     ~   |     ~   |16.543   |     ~   |15.858   |~              |   6|   0
2563 |SV* HV 12521                       |cC*|076.0714405034150 -66.2088884370336|     ~   |     ~   |16.106   |15.816   |15.377   |~              |   9|   0
2564 |V* CN Sct                          |cC*|280.6270430341500 -04.3306532452500|     ~   |14.58    |     ~   |     ~   |     ~   |~              |  54|   0
2565 |ZTF J200657.81+335038.6            |cC*|301.7408657495129 +33.8441341691439|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2566 |PSO J011.4489+41.8916              |cC*|011.4489741700800 +41.8915621016500|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
2567 |OGLE SMC-CEP-433                   |cC*|010.4846327896617 -72.9443271696856|17.21    |17.66    |17.47    |     ~   |16.52    |~              |   7|   0
2568 |V* V827 Cas                        |cC*|009.3282532465500 +63.2156832896200|     ~   |12.22    |11.57    |     ~   |     ~   |~              |   7|   0
2569 |PSO J010.0186+40.9486              |cC*|010.01857834000 +40.94867543000    |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2570 |OGLE SMC-CEP-1662                  |cC*|012.8372936943700 -73.8895771556900|     ~   |     ~   |17.621   |     ~   |17.134   |~              |   4|   0
2571 |OGLE SMC-CEP-875                   |cC*|011.6267713592900 -73.3230138247500|     ~   |18.369   |17.811   |     ~   |17.055   |~              |   7|   0
2572 |V* V1287 Sco                       |cC*|249.2202223720400 -28.0928384702200|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   8|   0
2573 |[DHG2019] 1045                     |cC*|267.60308 -26.45703                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2574 |OGLE LMC-CEP-3278                  |cC*|088.1919466766500 -68.7850003990500|     ~   |     ~   |17.435   |     ~   |16.729   |~              |   5|   0
